id,reference_to_national_permit,lang
ircc_960,"Application in Form-III for seeking approval for the invention on "" Photostable Sunscreen Composition and Method of Preparing the Same "" for obtaining IP rights in India, USA, Europe and Brazil. Indian Patent Application No.- 1079/MUM/2014",en
ircc_961,"Application in Form-III for seeking approval for the invention on "" Herbal Compositions for Management of Liver Disorders and Methods Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201721044651",en
ircc_987,"Application in Form-III for seeking approval for the invention on "" A Method for Producing Methanolic and Ethyl Acetate Extracts of Microalgae Chlorella pyrenoidosa "" for obtaining IP rights in India. Indian Patent Application No.- 3260/DEL/2015",en
ircc_988,"Application in Form-III for seeking approval for the invention on "" Single Step Process of Extraction and Purification of Methyl-Orsellinate From Lichen Rocella montagnei for Potential Antimicrobial Activity "" for obtaining IP rights in India. Indian Patent Application No.- 201641042258",en
ircc_989,"Application in Form-III for seeking approval for the invention on "" Novel Extraction Procedure for Dark Herbal Colours "" for obtaining IP rights in India. Indian Patent Application No.- 994/DEL/2015",en
ircc_990,"Application in Form-III for seeking approval for the invention on "" A Herbo-Lipid Composition and The Process for Preparation Thereof "" for obtaining IP rights in India and PCT. Indian Patent Application No.- 201921018274",en
ircc_991,"Application in Form-III for seeking approval for the invention on "" Chemotherapeutic Formulation of Pamburus missionis "" for obtaining IP rights in India. Indian Patent Application No.- 5785/CHE/2014",en
ircc_992,"Application in Form-III for seeking approval for the invention on "" A Composition for Solidification of Liquid Wastes "" for obtaining IP rights in India. Indian Patent Application No.- 201921019660",en
ircc_993,"Application in Form-III for seeking approval for the invention on "" Method for Producing Readily Hydrolysable Polysaccharides from Lignocellulosic Biomass "" for obtaining IP rights in India. Indian Patent Application No.- 1456/MUM/2014",en
ircc_994,"Application in Form-III for seeking approval for the invention on "" A Consortium of Bioactive Molecules As Potential Bio-Pesticide Against Plant Pathogen and Method Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 202111061501",en
ircc_995,"Application in Form-III for seeking approval for the invention on "" Therapeutic Wine From Pyracantha crenulata and Method of Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201911003298",en
ircc_996,"Application in Form-III for seeking approval for the invention on "" A Seed Coating Composition and A Process for its Preparation "" for obtaining IP rights in India. Indian Patent Application No.- 4465/CHE/2013",en
ircc_997,"Application in Form-III for seeking approval for the invention on "" A Polyherbal Metallo-Mineral Pharmaceutical Kit "" for obtaining IP rights in India. Indian Patent Application No.- 202021030193",en
ircc_998,"Application in Form-III for seeking approval for the invention on "" Polymer Based Gelatin Free Capsules "" for obtaining IP rights in India. Indian Patent Application No.- 1031/DEL/2012",en
ircc_999,"Application in Form-III for seeking approval for the invention on "" A Process for Production of Galaco-Oligosaccharides "" for obtaining IP rights in India, US and WIPO. Indian Patent Application No.- 201721001404",en
ircc_1000,"Application in Form-III for seeking approval for the invention on "" Fuel Supplement to Reduce Harmful Emissions "" for obtaining IP rights in Indian and USA. Indian Patent Application No.- 201621023550",en
ircc_1001,"Application in Form-III for seeking approval for the invention on "" Novel Dosage Forms of Lactulose "" for obtaining IP rights in India, Canada, China and USA. Indian Patent Application No.- 201841022062",en
ircc_1002,"Application in Form-III for seeking approval for the invention on "" Expression Construct for Secretion of Biologically Active Xylanase In Saccharomyces cerevisiae Yeast Strain and Method Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 202111004218",en
ircc_1003,"Application in Form-III for seeking approval for the invention on "" Novel Composite Prepared Using Derivatized Diterpene from Clerodendrum kaichianum and PVC Polymer "" for obtaining IP rights in India. Indian Patent Application No.- 1102/DEL/2015",en
ircc_1004,"Application in Form-III for seeking approval for the invention on "" Ultrasonic Atomizer-Based Fabrication of Silk Nanoparticles for Theranostics "" for obtaining IP rights in India. Indian Patent Application No.- 201921031158",en
ircc_1005,"Application in Form-III for seeking approval for the invention on "" Process for the Treatment of Paint sludge "" for obtaining IP rights in India. Indian Patent Application No.- 4761/MUM/2015",en
ircc_1006,"Application in Form-III for seeking approval for the invention on "" A Process of Extraction of Virgin Pomegranate Seed Oil with Retention of Bioactive Compounds "" for obtaining IP rights in India. Indian Patent Application No.-201611011366",en
ircc_1007,"Application in Form-III for seeking approval for the invention on "" Process of Converting Natural Dry Waste Leaves Into A Raw Material For Incense "" for obtaining IP rights in India. Indian Patent Application No.- 202121027764",en
ircc_1008,"Application in Form-III for seeking approval for the invention on "" A Process for Preparing Animal Conchal Cartilage for Transplantation "" for obtaining IP rights in India. Indian Patent Application No.- 249/KOL/2015",en
ircc_1009,Application in Form I for access to plant from Tamil Nadu for Commercial utilization.,en
ircc_1010,Application in Form I for access to the Biological Resource from Telangana for Commercial utilization.,en
ircc_1011,Application in Form I for access to soil and waste water from Jharkhand for research.,en
ircc_1012,Application in Form I for access to plant from Kerala for research.,en
ircc_1013,"Application in Form II for seeking approval for transferring the results of research on Fungi - Pusa Decomposer Technology to M/s. Natural Plant Protection Ltd., Bangalore for commercial utilization. i.e., to produce lignocellulolytic enzymes.",en
ircc_1014,"Application in Form II for seeking approval for transferring the results of research on Fungi - Pusa Decomposer Technology to M/s. Grow Indigo Pvt. Ltd., Mumbai for commercial utilization. i.e., to produce lignocellulolytic enzymes.",en
ircc_1015,Application in Form I for access to plant from Haryana for Research.,en
ircc_1016,Application in Form-II for seeking approval for transfer of results of research.,en
ircc_1017,Application in Form I for access to plants from New Delhi for Research.,en
ircc_1018,Application in Form-I for access to sugarcane from Karnataka for research.,en
ircc_1019,"Application in Form I for access to plants from Rajasthan, Gujarat, Karnataka, Uttar Pradesh and Tamil Nadu for commercial utilization.",en
ircc_1020,"Application in Form I for access to animal from Chhattisgarh, Haryana, and Telangana for Research.",en
ircc_1021,"Application in Form-III for seeking approval for the invention on "" A Novel Biocompatible Sustained-Release Nano-Particle Pharmaceutical Formulation and Method of Preparation Using Basella alba and Chitosan as Matrix Formers "" for obtaining IP rights in India. Indian Patent Application No.- 4313/CHE/2015",en
ircc_1022,"Application in Form-III for seeking approval for the invention on "" Process for Preparation of Fat Free Flavoured Makhana "" for obtaining IP rights in India. Indian Patent Application No.- 201911036120",en
ircc_1023,"Application in Form-III for seeking approval for the invention on "" A Mosquito Coil Formulation and A Process for Preparing the Same"" for obtaining IP rights in India. Patent Application No.- 464/MUM/2013",en
ircc_1024,"Application in Form-III for seeking approval for the invention on "" A Novel Pharmaceutical Local Drug Delivery Formulation To Treat Infections Of Periodontium and Method of Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201941021399",en
ircc_1025,"Application in Form I for access to Fish species from Central Institute of Freshwater Aquaculture, Odisha for commercial utilization.",en
ircc_1026,Application in Form I for access to animal from Maharashtra for Research.,en
ircc_1027,Application in Form-I for access to bacteria from Pondicherry for Research.,en
ircc_1028,Application in Form I for access to plants from New Delhi for Research.,en
ircc_1029,"Application in Form I for access to microorganism from the Institute of Microbial Technology, Chandigarh for Research.",en
ircc_1030,"Application in Form-III for seeking approval for the invention on "" Plant Based Antifungal Composition for Treating Root Rot in Morus alba "" for obtaining IP rights in India. Indian Patent Application No.- 201841028008",en
ircc_1031,"Application in Form-III for seeking approval for the invention on "" A Mutant Yeast Strain for Producing Low Alcoholic Debittered Beverage "" for obtaining IP rights in India. Indian Patent Application No.- 710/DEL/2015",en
ircc_1032,"Application in Form-III for seeking approval for the invention on "" A Novel Skin Care Composition for Effective Treatment of Anti Ageing and Skin Whitening and Process Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201941000873",en
ircc_1033,"Application in Form-III for seeking approval for the invention on "" Herbal Composition for Alleviation of Pain In Joints "" for obtaining IP rights in India. Indian Patent Application No.- 1835/MUM/2012",en
ircc_1034,"Application in Form-III for seeking approval for the invention on "" A Process for The Preparation of Mosquito Repellent Fabric Using Herbal Formulation and Composition Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 2201/MUM/2015",en
ircc_1035,"Application in Form-III for seeking approval for the invention on "" A Composite Reinforced With Natural Fibers and A Process for Preparing The Same "" for obtaining IP rights in India. Indian Patent Application No.- 201741045695",en
ircc_1036,"Application in Form-III for seeking approval for the invention on "" Nanotechnology Based Topical Dosage System of Selected Medicinal Plants for Dermatophytes "" for obtaining IP rights in India. Indian Patent Application No.- 201841021254",en
